pos_in_book1,pos_in_book2,sentence_book1,sentence_book2,score,overlap_chars
3124,1088,فلم يجد أشدٌّ تواضمًا من قلب موسى عليه السلام » فخصّه من بينهم بالكلام )20,وقال أبو سليمان إن الله عز وجل اطلع على قلوب الآدميين فلم يجد قلباً أشد تواضعاً من قلب موسى عليه السلام فخصه من بينهم بالكلام,91,63
3257,1557,وقال فرقد : ١ إن المنافق ينظر » فإذا ل ير أحدًا دخل مدل السوء ء وإنما,وقال فرقد السنجى إن المنافق ينظر فإذا لم ير أحدا دخل مدخل السوء وإنما يراقب الناس ولا يراقب الله تعالى,91,61
1459,711,على خروجه ء فلم يقبله وقال : لنا في ذلك غنى عنه » وما كنت لأبيع نصيحتي,قال محمد بن مصعب فأمر له بمال يستعين به على خروجه فلم يقبله وقال أنا في غنى عنه وما كنت لأبيع نصيحتي بعرض من الدنيا,91,59
3136,1089,وقال المغيرة : كنا نهاب إبرا هيم النخعي هيبة الأمير » وكان يقول :,وقال المغيرة كنا نهاب إبراهيم النخعي هيبة الأمير وكان يقول إن زماناً صرت فيه فقيه الكوفة لزمان سوء,91,58
1001,169,السلام على الملائكة والحاضرين » وانو ختم الصلاة به » وَنِعِمًا به من ختم,وَاقْصِدْ عِنْدَ التَّسْلِيمِ السَّلَامَ عَلَى الْمَلَائِكَةِ وَالْحَاضِرِينَ وَانْوِ خَتْمَ الصَّلَاةِ بِهِ,91,48
3553,646,فقال : ما رأيت أحدًا قط بعد رسول الله صلى الله عليه واله وسلم - من,هكذا رأيت رسول الله صلى الله عليه وسلم,91,35
1368,582,انَخَذٍ الله صاحبًا » ودع الناس جانبًا,وقيل اتخذ الله صاحباً ودع الناس جانباً,91,30
2299,520,عبد الله بن عمروء رضي الله عنهما :,وقال عبد الله بن عمر رضي الله عنهما,91,30
1177,314,خلافة أبي بكر الصديق - رضي الله عنه - فلا اشع بهم الأ » جاعرا,[دعاء أبي بكر الصديق رضي الله عنه],91,29
4239,314,"حسده , مولى أبي بكر الصديق رضي الله عنه :",[دعاء أبي بكر الصديق رضي الله عنه],91,29
3413,1470,تركتٌ للناس دنياهم وَوَهُمُ,تركت للناس دنياهم ودينهم,91,21
3109,555,فقد قال رسول الله عَييّه: «إنَّ الله أوحى إلي: أن تواضعوا حتى لا يفخر,قَالَ رَسُولُ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ إن الله تعالى أَوْحَى إِلَيَّ أَنْ تَوَاضَعُوا حَتَّى لَا يَفْخَرَ أحد على أحد(٦),90,57
2933,800,فإن مالت قوة الغضب عن الاعتدال إلى طرّف الزيادة » يُسمّى عورا,فإن مالت قوة الغضب عن الاعتدال إلى طرف الزيادة تسمى تهوراً وإن مالت إلى الضعف والنقضان تسمى جبناً وخوراً,90,54
2217,1347,لقد قطع قلوب الخائفين طول الخلودَيْنٍ : إمّا في الجنة أو في,قلت وما هي رحمك الله قال قولك لقد قطع قلوب الخائفين طول الخلو دين إما في الجنة أو في النار,90,53
2796,303,قال تعالى : ( وإذا سأك عبادي عنّي فإلي قريبٌ أجيبُ دعوة الداع,قَالَ اللَّهُ تَعَالَى{وَإِذَا سَأَلَكَ عِبَادِي عَنِّي فَإِنِّي قَرِيبٌ أُجِيبُ دَعْوَةَ الدَّاعِ إذا دعان فليستجيبوا لي}وقال تعالى,90,53
2944,911,قال رسول الله َيِه : « ليس الشديد بالصّرّعة » وإنما الشديد الذي,وقال أبو هريرة قال النبي صلى الله عليه وسلم ليس الشديد بالصرعة وإنما الشديد الذي يملك نفسه عند الغضب(٥),90,51
1000,169,قال عكرمة في قوله عز وجل : إ الذي يراك حين تقوم وتقلنك,وقال عكرمة في قوله عز وجل الذي يراك حين تقوم وتقلبك في الساجدين قال قيامه وركوعه وسجوده وجلوسه,90,50
2352,451,وقال سهل رحمه الله : مَنْ أكل الحرام عض تْ جوارحه شاء أم أبى »,وقال سهل رضي الله عنه من أكل الحرام عصت جوارحه شاء أم أبى علم أو لم يعلم,90,50
2564,1559,قال الحسن رحمه الله : رحم الله عبدًا وقف عند همّه » فإن كان لله :,وقال الحسن رحم الله تعالى عبداً وقف عند همه فإن كان لله مضى وإن كان لغيره تأخر,90,50
4122,520,يُفضّله في العطاء على عبد الله بن عمر رضي الله عنهما,وقال عبد الله بن عمر رضي الله عنهما,90,33
1175,879,عنده » فقال له رسول الله صلى الله عليه وآله وسلم : ما أبقيت لأهلك,وفاة رسول الله صلى الله عليه وسلم,90,32
1331,520,صوم عبد الله بن عمر رضي الله عنهما 1,وقال عبد الله بن عمر رضي الله عنهما,90,32
3085,872,) جزءٌ من حديث » متفق عليه » عن ثابت بن الضحّاك,(٢) حديث لعن المؤمن كقتله متفق عليه من حديث ثابت بن الضحاك,90,32
3477,520,من دعاء عبد الله بن عمر رضي الله عنهما متيكفنل,وقال عبد الله بن عمر رضي الله عنهما,90,32
2812,520,ين 5عاء عبد الله بن عمر رضي اله عنهما :,وقال عبد الله بن عمر رضي الله عنهما,90,31
4363,1360,جمعت مالا فق لي : هل جمعتٌ لَهُ يا غافل للب أيّامًا َه,جمعت مالاً فقل لي هل جمعت له,90,26
3429,1490,تعصي الإلة وأنت تظهر حب هذا أعمري في الفعال بديع,تعصي الإله وأنت تظهر حبه,90,24
3413,1470,شغلا بمبّك يا ديني ودنيائي,شغلاً بذكرك يا ديني ودنيائي,90,23
3077,864,"أو حقٌٌ مقصود , وذلك تارة يكون ابتداءً وتارة يكون اعتراضًا » والمراء لا",والخصومة لَجَاجٌ فِي الْكَلَامِ لِيُسْتَوْفَى بِهِ مَالٌ أَوْ حق مقصود وذلك تارة يكون ابتداء وتارة يكون اعتراضاً,89,52
993,163,ولذلك لم يحس مسلم بن يسار بسقوط الأسطوائة في المسجد,ولذلك لم يحس مسلم بن يسار بسقوط الاسطوانة في المسجد اجتمع الناس عليها,89,50
1457,710,فأخذ أبو جعفر المنديل فوضعه على وجهه ء ثم بكى والْنَب حتى أبكاني,قال فأخذ المنديل فوضعه على وجهه ثم بكى وانتحب حتى أبكاني,89,50
156,8,وقال الأحنف بن قيس : كاد العلماء أن يكونوا أربابًا » وكل عرٌّ,وقال الأحنف رحمه الله كاد العلماء أن يكونوا أرباباً وكل عز لم يوطد بعلم فإلى ذل مصيره,89,49
2737,1540,فمن شهد في إخلاصه الإخلاصّ » احتاج إخلاصه إلى إخلاص,قال السوسي الإخلاص فقد رؤية الإخلاص فإن من شاهد في إخلاصه الإخلاص فقد احتاج إخلاصه إلى إخلاص,89,48
3534,1088,قال عبد الملك بن مروان - من تواضّعٌ عن رفعة » وزهد عن قُدرة »,وقيل لعبد الملك بن مروان أي الرجال أفضل قال من تواضع عن قدرة وزهد عن رغبة وترك النصرة عن قوة,89,47
981,1396,(1) صحيح : رواه أبو داود والترمذي عن بريدة » وابن ماجة والحاكم عن أنس,رواه أبو داود والترمذي وقال حسن صحيح وابن ماجه,89,36
2772,740,وفي حُنين يقول : « أنا النبيى لا كذب ء أنا ابن عبد المطلب »2,أَنَا النَّبِيُّ لَا كَذِبْ أَنَا ابْنُ عبد المطلب,89,35
2316,582,اتخذٍ الله صاحبًا ودع الناسَ جانيًا,وقيل اتخذ الله صاحباً ودع الناس جانباً,89,30
2739,1550,وقال عبد الواحد بن زيد : كان الحسسن إذ م بشيء كان من أعمل الناس,وقال عبد الواحد بن زيد كان الحسن إذا أمر بشيء كان من أعمل الناس به وإذا نهي عن شيء كان من أترك الناس له,88,60
3200,1557,ما الحالة : فهي مراعاة القلب للرقيب » واشتغاله به والتفائه إليه»,أما الحالة فهي مراعاة القلب للرقيب واشتغاله به والتفاته إليه وملاحظتهإياه وانصرافه إليه,88,58
3085,869,الأولى : اللّنُ بالوصف الأعمّ ؛ كقولك : لعنةٌ الله على الكافرين,الأولى اللعن بالوصف الأعم كقولك لعنة الله الكافرين والمبتدعين والفسقة,88,49
3139,1102,« أن يتواضع بالاحتمال إذا سسُبَّ وأوذي وأخدّ حقّه ؛ فذلك هو,وَمِنْهَا أَنْ يَتَوَاضَعَ بِالِاحْتِمَالِ إِذَا سُبَّ وَأُوذِيَ وأخذ حقه فذلك هو الأصل,88,48
94,554,وقال عله : ٠ خير المسلمين من سَلِمَ المسلمون من لسانه ويده »,وقال أيضاً أفضل المسلمين من سلم المسلمون من لسانه ويده(٧),88,45
2422,1256,شربنا شرابًا طَيّا عند طيّب كذاك شرا لين يَطِيبٌ,شربنا شراباً طيباً عند طيب,88,23
4288,314,بعَمْرة » فإنها كانت في حبر عائشة رضي الله عنها,[دعاء عائشة رضي الله عنها],88,22
3161,314,وقد كتبت عائشة رضي الله عنها إلى معاوية,[دعاء عائشة رضي الله عنها],88,21
3505,26,أدب يحيى بن سعيد القطان 037,وقال يحيى بن سعيد القطان,88,21
3499,314,فاطمة بنت عتبة رضي الله عنها 3,[دعاء فاطمة رضي الله عنها],88,19
2455,365,قال شيخنا رضي الله عنه :,قَالَ أنس رَضِيَ اللَّهُ عَنْهُ,88,18
3361,27,"وأنا أدعو للشافعي؛ لما فتح الله عز وجل عليه من العلم ووقّقه للسداد فيه""",ما صليت صلاة منذ أربعين سنة إلا وأنا أدعو فيها للشافعي لما فتح الله عز وجل عليه من العلم ووفقه للسداد فيه,87,67
2952,694,لقمان لابنه : ( وأمر بالمعروف والة عن المنكر واصبر على ما أصابك إن,فقال حاكياً عن لقمان يا بني أقم الصلاة وأمر بالمعروف وانه عن المنكر واصبر على ما أصابك,87,56
3089,874,«فإن قلت: قد بقل المزاح عن رسول الله عه وأصحابه» فكيف يُنهل,فإن قلت قد نقل المزاح عَنْ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ وأصحابه فكيف ينهى عنه فأقول إن قدرت,87,54
2944,1396,") حسن : رواه أبو داود والترمذي والنسافي وابن ماجه » وأحمد , والطبراني في",رواه أبو داود والترمذي وقال حسن صحيح وابن ماجه,87,38
2947,925,وما الناسٌ إلا واحدّ من ثلائةٍ شريف ومشروف ومثلي مقاوم,وما الناس إلا واحد من ثلاثة,87,26
4363,1360,يا جايعًا مانعًا والدهرٌ يرْمُقُهُ مقثّرًا أي باب عنهُ يُْلمّهُ,يا جامعاً مانعاً والدهر يرمقه,87,26
2567,1258,الرّكن الثاني من أركان المُحَاسَبة,[الركن الثاني من أركان الشكر],87,24
2688,1258,الركن الثاني من أركان المحاسبة 54١,[الركن الثاني من أركان الشكر],87,24
4537,373,لو دعيت إلى ذراع أو كراع لأجبتُ ولو أهدي إل ذراع أبو هريرة عع,(٥) حديث لو دعيت إلى كراع لأجبت ولو أهدي إلي ذراع لقبلت أخرجه البخاري من حديث أبي هريرة,86,48
126,1022,"قال إبراهم بن أدهم : ما صدق الله عبدٌ أحبٌّ الشهرة""",وقال إبراهيم ابن أدهم رحمه الله ما صدق الله من أحب الشهرة,86,42
3330,670,أدبُ أمين الأمّة أبي عبيدة بن الجراح رضي الله عنه :,وقال أبو عبيدة بن الجراح رضي الله عنه,86,34
95,273,وقال عه : « خيرك من تعلّم القرآن وعلّمه »,وَقَالَ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ خَيْرُكُمْ مَنْ تعلم القرآن وعلمه(٦),86,33
3502,670,أدب أمين الأمة ألي عبيدة بن الجراح رضي الله عنه,وقال أبو عبيدة بن الجراح رضي الله عنه,86,32
3142,1088,وقال الشبلي : ذلّي عطَّل ذل البيود,وقال الشبلي في بعض كلامه ذلي عطل ذل اليهود,86,28
1174,314,أبو بكر الصصّدّيق رضي الله عنه :,[دعاء أبي بكر الصديق رضي الله عنه],86,26
3410,651,ما زلتُ أنزلُ مِنْ ودادلك منزلا  تحير الألبابُ عند نزوله,ما زلت أنزل من ودادك منزلاً,86,26
3382,355,تعيش مُحْلَدًا لا موت فيه وتنعمٌ في الجنان مع الحسانٍ,وتلهو في الجنان مع الحسان,86,24
1226,1,وكتبثٌ : بسم الله الرحممن الرحيم »,(١) بسم الله الرحمن الرحيم,86,23
1155,988,وَمّنْ يُنفق الأعمارٌ في جمع,ومن ينفق الساعات في جمع ماله,86,21
4354,57,فتزرّجها على ذلك » وقتل عليًا رضي الله عنه,وقال علي رَضِيَ اللَّهُ عَنْهُ,86,20
3492,57,اضع الحسن بن علي رضي الله عنه يفيف,وقال علي رَضِيَ اللَّهُ عَنْهُ,86,19
993,165,شروط الصلاة من الاذان » والطهارة» وستر العورة » واستقبال القبلة,أما الشروط السوابق فهي الأذان والطهارة وستر العورة واستقبال القبلة والانتصاب قائماً والنية,85,53
2260,254,"إلهي, إن كنت لا تعفو إلا لأهل طاعتكء فإلى من يفزعٌ المذنبون",إلهي إن كنت لا ترحم إلا أهل طاعتك فإلى من يفزع المذنبون,85,52
2985,378,وعن زياد بن أبي زياد قال : ما دخلت على عبد الرحمن بن أبي ليل,وقال يزيد بن أبي زياد ما دخلت على عبد الرحمن بن أبي ليلى إلا حدثنا حديثا حسنا وأطعمنا طعاما حسناً,85,51
491,3,الثالفة : الأمر بالمعروف والنبي عن المنكر,[كتاب الأمر بالمعروف والنهي عن المنكر],85,32
4329,1399,كدودٌ كدودٍ القَر ينسح دائمًا 1,كدود كدود القز ينسج دائماً,85,23
3361,26,أدب يحبى بن سعيد القطّان,وقال يحيى بن سعيد القطان,85,20
1372,285,المواعظ فلم نجد شيئًا أرق للقلوب » ولا أشدَّ استجلايًا للحزن من قراءة,وقال وهيب بن الورد نظرنا في هذه الأحاديث والمواعظ فلم نجد شيئاً أرق للقلوب ولا أشد استجلاباً للحزن من قراءة القرآن وتفهمه وتدبره,84,62
2739,1550,مخالفة الظاهر للباطن عن قصّد هي الرياء » وإن كانت عن غير قد ء,إذن مخالفة الظاهر للباطن إن كانت عن قصد سميت رياء ويفوت بها الإخلاص وإن كانت عن غير قصد فيفوت بها الصدق,84,54
1525,254,وأنا أناء أنا العوّاد إلى الذنب » وأنت العوّاد إلى المغفرة » اغفر لي,إلهي أنت أنت وأنا أنا أنا العواد إلى الذنوب وأنت العواد إلى المغفرة,84,53
2305,1383,قالت امرأةٌ أني حازم لأني حازم : هذا الشتاء قد هجم علينا » ولا,وقالت امرأة أبي حازم لأبي هذا الشتاء قد هجم علينا ولا بد لنا من الطعام والثياب والحطب,84,50
2931,799,"الرابع : هيئة للنفس , بها تميل إلى الحسن ويتيسر علمها",والرابع هيئة للنفس بها تميل إلى أحد الجانبين ويتيسر عليها أحد الأمرين إما الحسن وإما القبيح,84,46
1001,169,"أنك مودّع بصلاتك هذه , وأنك ربما لا تعيش مثلها , وقال عله للذي",وتوهم أنك مودع لصلاتك هذه وأنك ربما لا تعيش لمثلها,84,42
4531,1390,كان بر هلال وهلال ما يوقد في بيت من بيوت رسول,ولأحمد كان يمر بنا هلال وهلال ما يوقد في بيت من بيوته نار,84,41
4075,1043,وقال بكر المرَني : من أراد أن ينظر إلى أَغيّد أهل زمانه » فلينظر إلى,وقال الفضل من أراد أن ينظر إلى مراء فلينظر إلي,84,40
977,134,وقال َيه : « تبلغ الحلية من المؤمن حيث يبلغ الوضوء )”,(٢) حديث تبلغ الحلية من المؤمن ما يبلغ ماء الوضوء أخرجاه من حديثه,84,37
2700,520,وقال النبي عَييهِ لعبد الله بن عمرو بن العاص رضي الله عنهما : ١ ياعبد الله,وقال عبد الله بن عمر رضي الله عنهما,84,35
1627,3,حلاوة الأثر بالمعروف والنبي عن المنكر,[كتاب الأمر بالمعروف والنهي عن المنكر],84,31
2757,880,وهما في الجنة » وإيا والكذب فإنه مع الفجور,وقال إِيَّاكُمْ وَالْكَذِبَ فَإِنَّهُ مَعَ الْفُجُورِ وَهُمَا فِي النار(١),84,29
3195,1557,إذا ما خلوث الدهر يومًا فلا قل,إذا ما خلوت الدهر يوما فلا تقل,84,28
95,450,وقال رسول الل عل : « خير دينكم الورع )”©,وقال عليه السلام خير دينكم الورع(٧),84,26
3435,1496,وأبذل منه ما أرئى المع يفل,وأبذل منه ما أرى الحق يبذل,84,22
3812,201,فنادى المنادي : الصلاة جامعة,ثم ينادي مناد الصلاة جامعة,84,22
1567,1,بسم الله ٠ الرحملن نِ الرحم,(١) بسم الله الرحمن الرحيم,84,21
4011,629,وقال رحمه الله في « النونية » :,وقال الشافعي رحمه الله في,84,17
2960,818,وكان ليحيى بن زياد الحارني غلامُ سوءٍ » فقيل له : لِمّ تُمسيكه,وكان ليحيى بن زياد الحارثي غلام سوء فقيل له لم تمسكه فقال لأتعلم الحلم عليه,83,51
4466,1069,وقال: إذا أعجبك الكلام فاصمّتء وإذا أعجبك الصمت فتكلمْ,وقال إبراهيم التيمي إذا أعجبك الكلام فاسكت وإذا أعجبك السكوت فتكلم,83,46
2478,316,من دايّةٍ إلا هو آخذ بناصيتها إن ربي على صراط مستقم © رهرد :,ومن شر كل دابة أنت آخذ بناصيتها إن ربي على صراط مستقيم(١),83,44
3118,364,"يقول : آكل كا يأكل العبد » وأجلس ا يجلس العبد )”""",إنما أنا عبد آكل كما يأكل العبد وأجلس كما يجلس العبد,83,37
3170,1396,- صحيح : رواه أحمد وأبو داود والترمذي والنسائ » وابن ماجه والحاكم وابن )5(,رواه أبو داود والترمذي وقال حسن صحيح وابن ماجه,83,37
1352,273,"وقال يِه : « خيارٌكم من تعلّم القرآن وعلّمه '""",وَقَالَ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ خَيْرُكُمْ مَنْ تعلم القرآن وعلمه(٦),83,34
3171,254,إني أعوذ بك من زوال نعمتك » وفجاءة نقمتك » وتموّل عافيتك » وجميع,اللهم إني أعوذ بك من تحول عافيتك وفجأة نقمتك وجميع سخطك,83,31
1008,314,السجدء فيل لل أن بكر الصديق - رضي الله عنه - كي يصلي,[دعاء أبي بكر الصديق رضي الله عنه],83,28
1650,314,أبو بكر الصديق رضي الله عنه ثاني اثبين :,[دعاء أبي بكر الصديق رضي الله عنه],83,26
2017,314,أبو بكر الصديق رضي الله عنه: ثاني اثنينء,[دعاء أبي بكر الصديق رضي الله عنه],83,26
3422,1489,"المعنى ؛ فائّة شجرة طيبة أصلّها ثابثٌ وفرِعُها في السماء , وثمارها تظهر في",والمحبة شجرة طيبة أصلها ثابت وفرعها في السماء وثمارها تظهر في القلب واللسان والجوارح,82,57
3111,1089,وقال عروة بن الوزد : التواضّع أحد مصائد الشرف » وكلٌ نعمة محسوةٌ,وقال عروة بن الورد التواضع أحد مصايد الشرف وكل نعمة محسود عليها صاحبها إلا التواضع,82,55
3141,1088,وقال يوسف بن أسباط : يجزىة قليل الورع ممن كثير العمل » ويجزرئة,وقال يوسف بن أسباط يجزى قليل الورع من كثير العمل ويجزى قليل التواضع من كثير الاجتهاد,82,55
2303,1388,قال أحمد بن حنبل رحمه الله تعالى : ٠ الزهد زهد أويس ١ بلغ من العُزي,وقال أحمد رحمه الله تعالى الزهد زهد أويس بلغ من العري أن جلس في قوصرة,82,51
2881,96,ولله درٌ علي بن أبي طالب كرَّم الله وجهّه جهّه,وناظر علي بن أبي طالب كرم الله وجهه رجلاً من القدرية,82,35
705,670,"أمين الأمّة أبو غُبيدة عامر , بن الجراح رضي الله عنه :",وقال أبو عبيدة بن الجراح رضي الله عنه,82,34
2805,520,"روى البخاري ومسلم , عن عبد الله بن عمرو رضي الله عنهما » ععن",وقال عبد الله بن عمر رضي الله عنهما,82,34
4271,1396,"(0) صحيح : رواه أبو داود والترمذي والحام وابن حبان , والنسائي في فضائل",رواه أبو داود والترمذي وقال حسن صحيح وابن ماجه,82,34
178,520,"- ابن الديلمي عبد الله بن فيروز, ورحلتُه إلى ابن عمرو رضي الله عنهما:",وقال عبد الله بن عمر رضي الله عنهما,82,33
4178,520,فقال لها : أني ٠ فرأى عندها عبد الله بن جعفر رضي الله عنهما وهو صبي,وقال عبد الله بن عمر رضي الله عنهما,82,33
2286,1002,يبى بِنْ زكريًا علييما السلام :,ولقي يحيى بن زكريا عليهما السلام,82,24
3108,1488,التواضع علامة حب الله للعبد,فهذا وأمثاله هو علامة حب الله للعبد,82,23
1519,1,بسم الله الرحمن الرحم «١ والفجر وليال عشر,(١) بسم الله الرحمن الرحيم,82,21
625,606,سيد التابعين سعيد بن المسيّب: يسير الأيام والليالي في طلب الحديث,وكان سعيد بن المسيب يسافر الأيام في طلب الحديث الواحد,81,42
3140,373,﻿‫قال عله : ٠ لو دُعيتٌ إلى ذراع - أو كراع - لَأجبثٌ » ولو أهدي,قال صلى الله عليه وسلم لو دعيت إلى كراع لأجبت ولو أهدي إلي ذراع لقبلت(٥),81,38
2220,1343,"فيذيحني أهلٍ , فيأكلون لحمي ويحسون مرقي”""",وددت أني كبش فيذبحني أهلي فيأكلون لحمي ويحسون مرقي,81,35
2008,3,فضل الأمر بالمعروف والنبي عن المنكر في الكتاب والسنة,[كتاب الأمر بالمعروف والنهي عن المنكر],81,31
2480,456,في صحيح البخاري عن ابن عباس رضي الله عنهما : جاء إبراهم بأمّ,وقيل إن هذا عن ابن عباس رضي الله عنهما,81,31
4461,1082,وروى الشطر الأول منه البخاري في التاريخ,الشطر الأول من الكتاب في الكبر وفيه,81,26
2981,315,أبو بززة الأسلمي رضي الله عنه :,[دعاء بريدة الأسلمي رضي الله عنه],81,25
1227,381,بسم الله الرحملن لرحيم » فقال : ما الخير,الدين بسم الله الرحمن الرحيم,81,21
3812,201,الملك : تأمر مناديّك ينادي : الصلاة جامعة,ثم ينادي مناد الصلاة جامعة,81,20
1000,169,التراب » وإن أمكنك ألّا تجعل بينبما حائلا فتسجد على الأرض » فافعل ؛,وَإِنْ أَمْكَنَكَ أَنْ لَا تَجْعَلَ بَيْنَهُمَا حَائِلًا فَتَسْجُدَ عَلَى الْأَرْضِ فَافْعَلْ فَإِنَّهُ أَجْلِبُ لِلْخُشُوعِ وَأَدَلُّ عَلَى الذُّلِّ,80,53
3106,1082,اعلم يا أخي أنَّ الكبر والعّجْب داءَانِ مُهُلكان » والمتكبّر والمعجب سقيمان,فالكبر والعجب داءان مهلكان والمتكبر والمعجب سقيمان مريضان وهما عند الله ممقوتات بغيضان,80,49
753,59,"قال ابن المنكدر : « العلم يبتف بالعمل » فإن أجابه , وإِلّا ارتحل »",وقال سفيان الثوري رحمه الله يهتف العلم بالعمل فإن أجابه وإلا ارتحل,80,44
2248,1331,« قال سهل بن عبد الله : المريدُ يخاف أن يت بالمعاصي » والعارف,وكان سهل يقول المريد يخاف أن يبتلى بالمعاصي والعارف يخاف أن يبتلى بالكفر,80,42
94,273,وقال عَكلته : « خياركم من تعلّم القران وعلّمه ا,وَقَالَ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ خَيْرُكُمْ مَنْ تعلم القرآن وعلمه(٦),80,36
2523,1505,رالأمام :4ع ء قال ابن عباس رضي الله عنهما : « سيدا وإللهًا »,وأما الآثار فقد قال ابن عباس رضي الله عنهما,80,33
1429,3,إن الأمر بالمعروف والنبي عن المنكر عبودية ودينونة الله في أَبَْى,[كتاب الأمر بالمعروف والنهي عن المنكر],80,32
1433,3,والذي هبر الأمر بالمعروف والنبي عن المتكر»,[كتاب الأمر بالمعروف والنهي عن المنكر],80,32
1438,3,الرّجم» م الأمر بالمعروف والنبي عن المنكر » وأبغض الأعمال إلى الله,[كتاب الأمر بالمعروف والنهي عن المنكر],80,32
1459,3,"الثوري , إمام الدنيا في الأمر بالمعروف والنبي عن المنكر :",[كتاب الأمر بالمعروف والنهي عن المنكر],80,32
2008,3,الفصل الثاني: علرٌ اهمّة في الأمر بالمعروف والنّهي عن المكر 585-10,[كتاب الأمر بالمعروف والنهي عن المنكر],80,32
953,520,وقال عبد الله بن عمر السرخسي - عالم الخرز -: أكلت عند,وقال عبد الله بن عمر رضي الله عنهما,80,30
1428,3,عُلُرَ الهمّة في الأمر بالمعروف والنّهْي عن الم,[كتاب الأمر بالمعروف والنهي عن المنكر],80,30
598,316,تعلّم أصحاب النبي عليه الصلاة والسلام في الكبّر »,[دعاء آدم عليه الصلاة والسلام],80,23
486,629,عفان المغربي الشافعي رحمه الله » ولازمته »,وقال الشافعي رحمه الله في,80,21
2874,58,أأشر درا به بين سارحة الغدم »,أأنثر دراً بين سارحة النعم,80,21
3329,314,أدب الصّدّيق رضي اللهأعنه :,[دعاء أبي بكر الصديق رضي الله عنه],80,21
2799,306,ومن عُلرٌ اههمّة في الدعاء : أن يحم به ويُوقِنَ بالإجابة ويصدقٌ رجاه فيه :,السَّابِعُ أَنْ يَجْزِمَ الدُّعَاءَ وَيُوقِنَ بِالْإِجَابَةِ وَيُصَدِّقَ رجاءه فيه,79,40
3222,1066,"وقال رسول الله عَيهِ : ٠ الحياء لا يأني إِلَّا مخير """"",وقال صلى الله عليه وسلم الحياء لا يأتي إلا بخير,79,38
2208,1569,«قيل لداود الطائُ: لو سرّحت لحيتك,وقيل لداود الطائى لو سرحت لحيتك فقال إنى إذن لفارغ,79,29
2673,1002,يبى بن زكريا ليما السلام 5,ولقي يحيى بن زكريا عليهما السلام,79,23
1459,711,"أله الله ووضعه » فهي نصيحتي , والسلام عليك",فهذه نصيحتي إليك والسلام عليك,79,22
568,1360,وقلثُ في هذا المعنى من أبياتٍ :,وقد قيل في هذا المعنى أيضاً,79,21
4507,556,إن من إجلال الله: إكرام ذي الشيبة المسلم وحامل القرآن أبو موسبى,(٧) حديث من إجلال الله إكرام ذي الشيبة المسلم أخرجه أبو داود من حديث أبي موسى الأشعري بإسناد حسن,78,49
3085,869,والصفات المقتطبية للّعن ثلاثة : الكفر » والبدعة » والفسمق,والصفات المقتضية للعن ثلاثة الكفر والبدعة والفسق وللعن في كل واحدة ثلاث مراتب,78,47
986,152,الملائكة تصلي على أحدك ما دام في مصلاه الذي صلَّى فيه,(١) حديث الملائكة تصلي على أحدكم ما دام في مصلاه الحديث متفق عليه من حديث أبي هريرة,78,45
3941,450,إلى أن وصل إلى قوله تعالى : «( أفمن أسّس بيائه على تقوى من الله ورضوانٍ,وقال الله عز وجل أفمن أسس بنيانه على تقوى من الله الآية,78,43
2430,1501,ولا تكن كصاجب الحوت إِذْ نادذّى وهو مَكْظُوم 4,وقيل له فاصبر لحكم ربك ولا تكن كصاحب الحوت إذ نادى وهو مكظوم,78,36
19,421,كتاب الصلاة باب فضل السجود والحث عليه,الباب الأول فضل الكسب والحث عليه,78,25
593,665,) حجة النبي عَتُّهُ كما رواها عنه جابر رضي الله عنه,كما رواه أنس رضي الله عنه,78,23
1331,315,صوم حمزة الأسلمي رضي الله عنه بحت,[دعاء بريدة الأسلمي رضي الله عنه],78,23
2249,1343,"[الأتعاه: :+0 فصاح صيحة مكث منبا مريضنا أربعة أشهر , يعاد من أطراف",وقرئ عند يحيى البكاء{ولو ترى إذ وقفوا على ربهم}فصاح صيحة مكث منها مريضا أربعة أشهر يعاد من أطراف البصرة,77,55
3432,587,قال عابد باليمن : سرور المؤمن ولذَّنه في الخلوة بمناجاة سيّده عزّ,وقال ذو النون المصري سرور المؤمن ولذته في الخلوة بمناجاة ربه,77,45
1439,676,"فبلسائه » فإن لم يستطع فبقليه » وذلك أضعف الإيمان ""2",منكم منكراً فلينكره بيده فإن لم يستطع فبلسانه فإن لم يستطع فبقلبه وذلك أضعف الإيمان(١),77,44
3089,875,أن رسول الل مَل أن لائدة د في النظر إلى رقص الزنوج في يوم عيداء,(١) حديث إذنه لعائشة فِي النَّظَرِ إِلَى رَقْصِ الزُّنُوجِ فِي يوم عيد تقدم,77,44
4330,950,إخواني » احذروا الدنيا ؛ فإنها أمسْحَر من هاروت وماروت » ذانك,وقال نبينا صلى الله عليه وسلم احذروا الدنيا فإنها أسحر من هاروت وماروت(٤),77,44
4514,134,تبلغ الحلية من المؤمن حيث يبلغ الوضوء أبو هريرة ديقي,(٢) حديث تبلغ الحلية من المؤمن ما يبلغ ماء الوضوء أخرجاه من حديثه,77,41
